321646,8751,-512
322810,8751,-512
323915,8726,-512
325020,8684,-512
326158,8628,-115
327262,8539,-115
328367,8444,-115
330441,8272,512
331549,8184,512
332654,8140,512
333788,8148,-16
334895,8211,-16
336001,8276,-16
337134,8332,-512
338239,8359,-512
339348,8354,-512
340481,8303,-363
341586,8222,-363
342690,8125,-363
343826,8026,512
344931,7937,512
347008,7948,-129
348116,8065,-129
349250,8207,-512
350355,8322,-512
351462,8396,-512
352598,8410,-512
353704,8386,-512
354809,8322,-512
355945,8223,178
357051,8097,178
358184,7985,396
359289,7922,396
360399,7927,396
362473,8092,-512
363579,8223,-512
36468820713,7752,-512
821820,7894,-512
822925,8004,-512
824059,8054,-512
825171,8024,-512
826276,7928,-512
827412,7793,511
828517,7629,511
829628,7501,511
830760,7462,512
831865,7521,512
833945,7800,-512
835051,8007,-512
836184,8169,-512
837289,8245,-512
838402,8244,-512
839536,8184,-486
840641,8075,-486
841746,7939,-486
842886,7781,512
843991,7616,512
845125,7510,512
846236,7496,512
847340,7563,512
849417,7842,-512
850522,8038,-512
851634,8162,-512
852768,8210,-512
853873,8171,-512
854978,8075,-512
856114,7922,512
857219,7747,512
858325,7612,512
859465,7565,512
860570,7629,512
861674,7771,512
862807,7949,-512
863917,8153,-512
865991,8356,-512
867097,8362,-512
868235,8308,-301
869342,8201,-301
870447,8068,-301
871580,7919,512
872691,7766,512
873796,7660,512
874929,7652,512
876035,7715,512
877175,7840,-512
878279,7998,-512
879386,8117,-512
881466,8121,-512
882572,8021,-512
883677,7886,-512
884810,7699,512
885921,7501,512
887055,7367,512
888160,7319,512
889265,7381,512
890407,7511,-512
891512,7700,-512
892617,7855,-512
893756,7935,-512
894859,7936,-512
895962,7866,-512
898037,7625,512
899148,7456,512
900281,7345,512
901388,7328,512
902493,7413,512
903633,7564,-512
904733,7765,-512
905838,7934,-512
906978,8021,-512
908085,8018,-512
909218,7954,-167
910323,7837,-167
911436,7712,-167
913508,7510,512
914613,7434,512
915718,7410,512
916858,7465,-143
917963,7594,-143
919098,7731,-512
920209,7835,-512
921314,7884,-512
922450,7845,-512
923555,7746,-512
924664,7610,-512
925797,7451,512
926902,7281,512
928013,7165,512
930087,7210,512
931192,7350,512
932297,7537,512
933439,7761,-512
934544,7989,-512
935649,8159,-512
936783,8242,-512
937895,8244,-512
939001,8187,-512
940135,8084,109
941246,7940,109
942348,7822,109
943482,7745,512
944587,7725,512
946669,7847,-512
947772,7980,-512
948877,8091,-512
950012,8118,-512
951124,8085,-512
952258,7966,113
953363,7799,113
954476,7621,113
955609,7481,512
956713,7389,512
957818,7366,512
958958,7418,-73
960061,7536,-73
962134,7760,-512
963240,7837,-512
964349,7857,-512
965484,7819,-512
966587,7737,-512
967699,7621,-512
968831,7487,512
969936,7348,512
971068,7257,512
972180,7252,512
973285,7350,512
974420,7511,-512
975525,7716,-512
976634,7882,-512
978705,7959,-512
979810,7893,-512
980922,7770,-512
982056,7617,512
983161,7444,512
984266,7317,512
985407,7288,512
986510,7370,512
987615,7521,512
988746,7717,-512
989857,7934,-512
990962,8101,-512
992096,8180,-512
994149,8123,-512
995283,8017,139
996390,7865,139
997495,7717,139
998634,7623,512
999739,7585,512
1000844,7620,512
1001975,7720,-512
1003088,7870,-512
1004223,7992,-512
1005328,8045,-512
1006441,8009,-512
1007575,7906,-94
1008680,7760,-94
1010757,7485,512
1011864,7380,512
1012969,7337,512
1014104,7372,102
1015216,7479,102
1016321,7619,102
1017457,7760,-512
1018562,7878,-512
1019674,7946,-512
1020808,7955,-512
1021913,7899,-512
1023023,7797,-512
1024156,7665,512
1026203,7433,512
1027342,7413,512
1028449,7498,512
1029555,7652,512
1030689,7842,-512
1031800,8053,-512
1032906,8208,-512
1034041,8271,-512
1035152,8259,-512
1036286,8187,-157
1037393,8060,-157
1038499,7922,-157
1039636,7778,512
1040738,7661,512
1042814,7632,160
1043926,7722,160
1045061,7853,-512
1046166,7986,-512
1047272,8066,-512
1048414,8062,-512
1049520,7990,-512
1050625,7869,-512
1051765,7702,512
1052870,7519,512
1053975,7377,512
1055113,7319,512
1056218,7374,512
1058291,7642,-512
1059398,7846,-512
1060510,8008,-512
1061644,8083,-512
1062749,8085,-512
1063861,8017,-512
1064995,7904,215
1066101,7761,215
1067234,7644,512
1068346,7586,512
1069452,7613,512
1070586,7714,-512
1071695,7880,-512
1072800,8009,-512
1074875,8063,-512
1075980,7991,-512
1077122,7865,286
1078225,7703,286
1079327,7556,286
1080468,7470,512
1081573,7451,512
1082679,7501,512
1083813,7616,-512
1084920,7780,-512
1086055,7910,-512
1087160,7967,-512
1088272,7946,-512
1090346,7748,190
1091453,7593,190
1092559,7466,190
1093698,7400,512
1094804,7406,512
1095909,7470,512
1097047,7607,-512
1098153,7777,-512
1099287,7918,-512
1100394,7983,-512
1101505,7974,-512
1102639,7896,-305
1103742,7773,-305
1104853,7623,-305
1106926,7356,512
1108032,7241,512
1109172,7186,329
1110278,7210,329
1111385,7312,329
1112516,7443,-512
1113628,7606,-512
1114734,7713,-512
1115868,7749,-512
1116980,7705,-512
1118113,7612,134
1119218,7475,134
1120323,7357,134
1122405,7280,512
1123510,7319,512
1124616,7413,512
1125756,7564,-512
1126862,7755,-512
1127967,7924,-512
1129102,8010,-512
1130214,8016,-512
1131319,7947,-512
1132455,7838,205
1133567,7697,205
1134672,7564,205
1135804,7486,512
1136909,7476,512
1138991,7611,-512
1140098,7753,-512
1141232,7869,-512
1142344,7908,-512
1143451,7863,-512
1144585,7762,4
1145690,7610,4
1146801,7458,4
1147934,7333,512
1149037,7259,512
1150177,7248,33
1151279,7320,33
1152386,7436,33
1154458,7647,-512
1155569,7728,-512
1156675,7756,-512
1157809,7740,-512
1158920,7662,-512
1160056,7548,330
1161161,7413,330
1162266,7304,330
1163407,7272,512
1164512,7309,512
1165617,7416,512
1166753,7571,-512
1167859,7766,-512
1168964,7926,-512
1171039,7996,-512
1172150,7925,-512
1173284,7794,314
1174392,7637,314
1175504,7502,314
1176637,7447,512
1177742,7472,512
1178848,7550,512
1179988,7690,-512
1181094,7856,-512
1182228,7993,-512
1183339,8049,-512
1184446,8022,-512
1186520,7806,262
1187626,7634,262
1188735,7477,262
1189868,7373,512
1190973,7346,512
1192112,7393,-345
1193217,7498,-345
1194323,7603,-345
1195459,7656,-512
1196570,7648,-512
1197675,7573,-512
1198809,7456,375
1199920,7303,375
1201054,7180,512
1203101,7161,512
1204235,7252,-490
1205344,7412,-490
1206452,7547,-490
1207586,7612,-512
1208698,7603,-512
1209804,7532,-512
1210938,7424,341
1212047,7286,341
1213181,7182,512
1214286,7139,512
1215390,7177,512
1216530,7286,-512
1217635,7450,-512
1219710,7642,-512
1220821,7633,-512
1221924,7551,-512
1223060,7417,466
1224165,7251,466
1225277,7120,466
1226412,7079,512
1227517,7121,512
1228628,7227,512
1229762,7378,-512
1230868,7567,-512
1231971,7700,-512
1233112,7759,-512
1235158,7663,-512
1236292,7534,443
1237405,7377,443
1238510,7257,443
1239644,7204,512
1240749,7242,512
1241860,7341,512
1242995,7488,-512
1244101,7666,-512
1245241,7798,-512
1246344,7852,-512
1247451,7816,-512
1248585,7706,-34
1249696,7542,-34
1251768,7267,512
1252873,7171,512
1253985,7135,512
1255120,7170,89
1256225,7261,89
1257330,7379,89
1258472,7485,-512
1259577,7566,-512
1260682,7602,-512
1261822,7569,-512
1262928,7470,-512
1264062,7328,512
1265167,7164,512
1267246,7002,512
1268348,7036,512
1269456,7146,512
1270594,7303,-512
1271699,7488,-512
1272805,7630,-512
1273939,7693,-512
1275052,7668,-512
1276186,7580,60
1277291,7445,60
1278404,7313,60
1279535,7212,512
1280640,7156,512
1281745,7156,512
1283827,7321,-512
1284933,7481,-512
1286068,7605,-512
1287179,7652,-512
1288285,7606,-512
1289421,7492,78
1290526,7335,78
1291637,7184,78
1292770,7073,512
1293875,7014,512
1294986,7011,512
1296121,7075,-221
1297226,7197,-221
1299297,7384,-512
1300409,7422,-512
1301514,7401,-512
1302649,7329,-82
1303760,7214,-82
1304865,7093,-82
1305998,6994,512
1307104,6928,512
1308242,6920,62
1309347,6986,62
1310454,7087,62
