2,451
2,451
2,451
2,451
2,452
2,452
2,450
2,451
2,449
2,451
2,454
2,465
2,470
2,470
2,470
2,471
2,473
2,473
2,469
2,459
2,455
2,454
2,451
2,451
2,450
2,452
2,455
3,463
3,475
4,474
4,473
5,474
5,477
5,483
5,486
5,493
5,490
7,489
7,475
7,459
8,451
8,450
8,450
8,450
9,450
9,441
10,438
10,437
10,436
10,436
10,436
10,436
10,437
10,436
10,436
10,436
10,436
10,436
10,436
10,436
10,436
10,436
10,437
10,436
10,436
10,437
10,438
10,436
10,436
10,438
11,444
11,448
11,459
12,466
13,466
13,462
13,454
13,445
14,444
15,445
15,451
15,457
15,452
15,449
15,449
16,449
16,445
16,446
17,454
17,459
17,457
17,455
18,454
19,454
19,457
19,459
19,459
19,451
19,450
20,449
20,450
21,450
21,454
21,458
22,446
22,446
23,448
23,448
23,446
23,441
23,438
24,435
24,436
25,438
25,445
25,452
25,451
26,450
27,451
27,452
27,454
27,457
27,457
27,455
27,457
27,457
27,455
27,457
27,457
27,457
27,455
27,457
27,457
27,457
27,457
27,455
27,457
27,455
27,457
27,457
27,457
27,457
27,461
27,461
27,452
28,451
28,450
28,450
29,454
29,454
29,445
29,444
29,438
29,437
30,432
30,432
31,436
31,441
31,450
31,454
32,451
32,450
32,455
33,459
33,449
33,445
33,437
33,439
33,438
33,437
33,438
33,439
33,438
33,438
33,440
33,440
33,439
33,438
33,437
33,438
33,437
33,437
33,437
33,437
33,438
33,440
33,437
33,437
34,432
34,432
34,431
35,436
35,440
35,443
35,449
35,457
36,452
36,452
36,451
37,446
37,439
37,438
37,435
38,429
38,429
38,428
38,431
39,432
39,438
39,443
39,445
39,450
40,452
41,451
41,451
41,451
41,451
41,451
41,451
41,452
41,451
41,452
40,449
41,450
40,449
41,449
41,449
41,451
41,451
41,455
41,446
42,441
42,441
42,441
42,441
43,431
43,424
43,421
43,417
44,414
44,410
44,411
44,413
44,413
44,413
45,430
45,438
46,442
46,445
46,450
46,449
46,446
46,448
46,449
46,448
46,448
46,449
46,449
46,450
46,448
46,448
46,449
46,448
46,449
46,449
46,448
46,449
46,449
46,448
46,448
46,449
46,442
46,438
46,438
46,442
47,449
47,450
47,454
47,462
47,457
48,435
49,415
50,402
50,402
51,409
52,422
52,420
52,421
53,423
53,423
53,422
53,422
53,425
53,430
53,435
53,442
53,443
55,444
55,448
55,444
55,444
55,440
56,437
57,438
57,436
57,430
58,428
58,425
58,424
59,428
59,426
59,427
59,426
59,425
59,425
59,426
59,426
59,425
59,425
59,425
59,425
59,423
59,422
60,422
60,422
61,426
61,427
62,423
62,422
62,422
62,422
62,422
62,422
62,422
62,420
62,421
62,418
62,421
62,420
62,421
62,422
62,420
62,421
62,421
62,420
62,422
62,418
62,417
62,421
63,425
63,427
63,432
63,442
64,445
64,448
64,449
64,446
64,448
65,448
65,450
65,450
65,458
65,458
65,458
65,458
65,457
65,457
65,457
65,458
65,458
65,454
65,454
66,449
67,451
67,451
67,452
67,455
67,452
67,446
67,448
67,445
67,445
67,445
67,449
67,446
67,446
67,446
67,446
67,443
67,443
68,440
68,437
69,440
69,440
69,432
70,421
70,421
70,420
71,437
71,437
71,436
72,434
72,431
72,431
73,437
73,437
73,437
73,436
73,436
73,435
74,431
74,428
74,430
75,431
75,436
75,440
75,440
76,438
76,440
76,441
76,437
76,437
76,438
76,437
76,438
76,436
76,439
76,436
76,430
76,426
76,424
77,422
77,422
77,425
77,429
77,448
77,440
77,428
77,430
77,429
77,429
77,427
77,427
77,424
77,423
77,423
77,420
77,415
77,414
76,422
76,425
76,423
76,424
76,425
76,423
76,425
76,440
76,440
76,438
76,437
75,440
75,440
76,440
76,441
76,427
76,423
76,420
77,418
77,416
77,416
77,417
77,420
77,424
77,432
77,436
77,442
78,454
78,466
78,470
78,478
78,475
78,477
78,465
78,454
78,449
77,431
77,418
77,421
77,420
76,425
76,427
76,426
76,427
76,426
76,427
76,426
76,427
76,425
76,425
76,426
76,427
76,424
